SWID	OfficialNames	Isomeric Smiles	PubChem IDs	KEGG IDs	ChemSpider, IDs	DrugBank IDs	ChEBI IDs	Synonyms
SW02292	China Approved Name=danazol,Indian Approved Name=danazol,FDA Approved Drug=DANAZOL	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=Cc5c(cno5)C[C@]34C	28417	D00289	26436	DB01406	CHEBI:4315	danocrine<>12,cyclomen<>9,danazol<>9,chronogyn<>9,anatrol<>6,danol<>6,danzol<>6,winobanin<>6,ladogal<>6,danazolum[latin]<>3,17a-pregn-4-en-20-yno[2,3-d]isoxazol-17-ol<>3,hc11<>3,17a-ethynyl-17b-hydroxy-4-androsteno[2,3-d]isoxazole<>3,1-ethynyl-10a,12a-dimethyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-1h-cyclopenta[7,8]phenanthro[3,2-d]isoxazol-1-ol<>3,danokrin<>3,monocyte chemotactic protein 1<>3,241-270-1[einecs]<>3,win 17, 757<>3,17230-88-5[rn]<>3,danazolum<>3,(1s,2r,13r,14s,17r,18s)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol<>3,danatrol<>3,ccl2<>3,monocyte chemotactic and activating factor<>3,mcaf<>3,(1r,3as,3br,10ar,10bs,12as)-1-ethynyl-10a,12a-dimethyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-1h-cyclopenta[7,8]phenanthro[3,2-d]isoxazol-1-ol<>3,panacrine<>3,win-17757<>3,(17a)-pregna-2,4-dien-20-yno[2,3-d]isoxazol-17-ol<>3,1h-cyclopenta[7,8]phenanthro[3,2-d]isoxazol-1-ol, 1-ethynyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-10a,12a-dimethyl-,(1r,3as,3br,10ar,10bs,12as)-<>3,monocyte secretory protein je<>3,(1r,3as,3br,10ar,10bs,12as)-1-ethynyl-10a,12a-dimethyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-1h-cyclopenta[7,8]phenanthro[3,2-d][1,2]oxazol-1-ol[acd/iupac name]<>3,(1r,3as,3br,10ar,10bs,12as)-1-ethinyl-10a,12a-dimethyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-1h-cyclopenta[7,8]phenanthro[3,2-d]isoxazol-1-ol<>3,mcp-1<>3,danazol [usan:ban:inn:jan][inn][jan][usan]<>3,small inducible cytokine a2 precursor<>3,4851114[beilstein]<>3,danazole<>3,danazol[wiki]<>3,danazolum [inn_la]<>3,win 17,757<>3,danocrine (tn)<>3,monocyte chemoattractant protein 1<>3
SW02293	China Approved Name=fentanyl,Indian Approved Name=fentanyl,US Illegal/Scheduled Drug (Schedule 2)=Fentanyl,FDA Approved Drug=FENTANYL;FENTANYL CITRATE;FENTANYL HYDROCHLORIDE	CCC(=O)N(c1ccccc1)C2CC[NH+](CC2)CCc3ccccc3	3345,83932	D00320	3228,13213,75734	DB00813	CHEBI:119915	fentanyl<>20,duragesic<>15,fentanil<>14,sentonil<>14,fentanest<>11,phentanyl<>10,fentora<>10,sublimaze<>10,durogesic<>10,fentanila<>9,duragesic-100<>9,fentanylum<>9,fentanyl citrate<>6,pentanyl<>6,oralet<>5,actiq<>5,nasalfent<>5,n-(1-phenethyl-piperidin-4-yl)-n-phenyl-propionamide<>5,ionsys<>5,innovar[wiki]<>5,fentanila [inn-spanish]<>5,rapinyl<>5,innovar injection (droperidol + fentanyl citrate)_mixture<>5,207-113-6[einecs]<>5,leptanal<>5,kor-1<>5,fentanylum [inn-latin]<>5,n-phenyl-n-[1-(2-phenylethyl)-4-piperidinyl]propanamide[acd/iupac name]<>4,fentanyl-25<>4,duragesic-75<>4,n-(1-phenethyl-4-piperidyl)-propionanilide<>4,fentanil [dcit]<>4,durogesic[wiki]<>4,1-(2-phenylethyl)-4-(n-propananilido)piperidine<>4,actiq (sugar-free)<>4,propionanilide, n-(1-phenethyl-4-piperidyl)-<>4,phentanyl[wiki]<>4,propanamide, n-phenyl-n-[1-(2-phenylethyl)-4-piperidinyl]-<>4,1-phenethyl-4-(n-phenylpropionamido)piperidine<>4,duragesic 25<>4,duragesic-50<>4,1-phenethyl-4-n-propionylanilinopiperidine<>4,n-phenyl-n-(1-(2-phenylethyl)-4-piperidinyl)propanamide<>4,n-(1-phenethylpiperidin-4-yl)-n-phenylpropionamide<>4,fentanylum[latin][inn]<>4,fentanila[spanish][inn]<>4,duragesic-25<>4,n-(1-phenethyl-4-piperidyl)-n-phenyl-propanamide<>4,fentanyl-50<>4,duragesic 50<>4,80832-90-2[rn]<>4,propanamide, n-phenyl-n-(1-(2-phenylethyl)-4-piperidinyl)-<>4,n-(1-phenethyl-4-piperidyl)propionanilide<>4,437-38-7[rn]<>4,4-(4-chloro-benzyl)-2-(1-methyl-azepan-4-yl)-2h-phthalazin-1-one<>4,n-(1-phenethyl-4-piperidinyl)-n-phenylpropionamide<>4,fentanyl-100<>4,fentanylum [inn_la]<>4,fentanyl-75<>4,duragesic 75<>4,alfenta (tn)<>4,propanamide, n-phenyl-n-(1-(2-phenylethyl)-4-piperidinyl)- (9ci)<>4,n-(1-phenethyl-piperidin-4-yl)-n-phenyl-propionamide(fentanyl)<>4,n-phenyl-n-[1-(2-phenylethyl)piperidin-4-yl]propanamide<>4,duragesic (tn)<>4,fentanyl[wiki][inn][jan]<>4,n-phenyl-n-[1-(2-phenylethyl)piperidin-4-yl]propanamid<>4,n-phenethyl-4-(n-propionylanilino)piperidine<>4,fentanyl-12<>4,26303-90-2[rn]<>4,5-22-08-00049 (beilstein handbook reference)[beilstein]<>4,337376-15-5<>4,duragesic-12<>4,fentanyl hydrochloride<>2,n-(1-phenethyl-4-piperidyl)propionanilide hydrochloride<>2,n-(1-phenethyl-4-piperidyl)-n-phenyl-propanamide hydrochloride<>2,ac1q3e0d<>1,213-588-0[einecs]<>1,n-(1-phenethyl-piperidin-4-yl)-n-phenyl-propionamide;compoundwith 3-carboxy-3-hydroxy-pentanedioic acid<>1,propanamide, n-phenyl-n-(1-(2-phenylethyl)-4-piperidinyl)-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1)<>1,mcn-jr 4263<>1,fentanyl dihydrogen citrate<>1,fentanylcitrate<>1,n-phenyl-n-[1-(2-phenylethyl)piperidin-4-yl]propanamidhydrochlorid<>1,n-phenyl-n-[1-(2-phenylethyl)piperidin-4-yl]propanamide 2-hydroxypropane-1,2,3-tricarboxylate (1:1)<>1,n-(1-phenethyl-4-piperidyl)propionanilide citrate (1:1)<>1,ac1l36gm<>1,duragesic[wiki]<>1,n-phenyl-n-[1-(2-phenylethyl)piperidin-4-yl]propanamide 2-hydroxypropane-1,2,3-tricarboxylate (salt)<>1,n-phenyl-n-[1-(2-phenylethyl)piperidin-4-yl]propanamide hydrochloride<>1,propionanilide<>1,n-(1-phenethyl-4-piperidinyl)-n-phenylpropionamide dihydrogen citrate<>1,fentaz<>1,n-phenyl-n-[1-(2-phenylethyl)-4-piperidinyl]propanamide citrate<>1,n-(1-phenethyl-4-piperidinyl)propionanilide dihydrogencitrate<>1,chembl1201159<>1,1443-54-5<>1,n-phenyl-n-[1-(2-phenylethyl)-4-piperidinyl]propanamide 2-hydroxy-1,2,3-propanetricarboxylate (1:1)[acd/iupac name]<>1,propionanilide, n-(1-phenethyl-4-piperidyl)-, citrate (1:1)<>1,990-73-8[rn]<>1,1443-54-5[rn]<>1,phentanyl citrate<>1,mcn-jr-4263-49<>1,fentanyl hcl<>1,propionanilide, n-(1-phenethyl-4-piperidyl)-, hydrochloride<>1,compound with 3-carboxy-3-hydroxy-pentanedioic acid<>1,r-4263<>1,actiq[wiki]<>1,mls002320669<>1,fentanyl citrate [usan:jan][jan][usan]<>1,oralet (tn)<>1,toxic liquid, organic, n.o.s. (fentanyl citrate)<>1,propanamide, n-phenyl-n-[1-(2-phenylethyl)-4-piperidinyl]-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1) (salt)<>1,n-(1-phenethyl-4-piperidyl)propionanilide dihydrogen citrate<>1,propanamide, n-phenyl-n-[1-(2-phenylethyl)-4-piperidinyl]-, monohydrochloride<>1,compound with citric acid(fentanyl citrate)<>1,n-(1-phenethyl-4-piperidyl)propionanilide citrate<>1
SW02294	US Illegal/Scheduled Drug (Schedule 1)=Acetyl-alpha-methylfentanyl	CC(Cc1ccccc1)[NH+]2CCC(CC2)N(c3ccccc3)C(=O)C	62307		56102	DB01532		n-(1-(1-methyl-2-phenethyl)-4-piperidinyl)-n-phenylacetamide<>2,<>2,acetyl-alpha-methylfentanyl<>2,acetamide, n-(1-(1-methyl-2-phenylethyl)-4-piperidinyl)-n-phenyl-<>1,101860-00-8[rn]<>1,acetamide, n-phenyl-n-[1-(1-phenyl-2-propyl)-4-piperidinyl]-<>1,.alpha.-methylfentanyl acetyl analog<>1,nih 10354<>1,dea no. 9815<>1,acetamide<>1,ac1l1wuw<>1,ac1q5i8m<>1,n-phenyl-n-[1-(1-phenylpropan-2-yl)piperidin-4-yl]acetamide<>1,101860-00-8<>1
SW02295	Traditional Herbal Isolate=erucic acid	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)[O-]	5281116		4444561		CHEBI:28792	(z)-docos-13-enoic acid<>2,(13z)-docos-13-enoic acid<>2,hystrene 2290<>2,cis-13-docosenoic acid<>2,z-13-docosenoic acid<>2,13-docosenoic acid<>2,13-cis-docosenoic acid<>2,cis-erucic acid<>2,d13:14-docosenoic acid<>1,erucicacid<>1,1728049[beilstein]<>1,204-011-3[einecs]<>1,(13z)-13-docosenoic acid<>1,erucic acid<>1,(z)-13-docosenoic acid<>1,13-docosenoic acid, (13z)-<>1,(13z)docos-13-enoic acid<>1,13-docosenoic acid[acd/iupac name]<>1,13(z)-docosenoic acid<>1,13-docosenoic acid, (z)-<>1,prifac 2990<>1,cis-eruic acid<>1,112-86-7[rn]<>1,brassidic acid<>1,erucasaeure<>1,erucic acid[wiki]<>1,(13z)-docosenoic acid<>1,docos-13c-enoic acid<>1,13z-docosenoic acid<>1,1072-39-5[rn]<>1
SW02296	Indian Approved Name=hydroxychloroquine sulphate;hydroxychloroquine,WHO Essential Medicine=hydroxychloroquine,Australia Approved Name=HYDROXYCHLOROQUINE SULFATE,FDA Approved Drug=HYDROXYCHLOROQUINE SULFATE	CC[NH+](CCCC(C)Nc1cc[nH+]c2c1ccc(c2)Cl)CCO	12947,3652	D02114,D08050	12410,3526	DB01611		ercoquin<>12,hydroxychloroquine sulfate<>10,plaquenil<>9,quensyl<>9,idrossiclorochina [dcit]<>8,oxichlorochinum<>8,hydroxychloroquine<>8,oxychloroquine<>8,toremonil<>6,hcq<>6,2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol<>6,oxychlorochin<>6,oxichloroquine<>6,hydroxychloroquine sulphate<>6,hydroxychloroguine<>6,plaquinol<>6,hidroxicloroquina [inn-spanish]<>6,118-42-3[rn]<>5,hydroxychloroquine sulfate[usp]<>5,747-36-4[rn]<>5,plaquenil[wiki]<>5,hydroxychloroquine[wiki]<>5,oxichlorochine<>5,cd289 antigen<>4,toll-like receptor 9 precursor<>4,gen-hydroxychloroquine 200mg tablets<>4,hydroxychloroquinum [inn-latin]<>4,ethanol,2-[[4-[(7-chloro-4-quinolinyl)amino]pentyl]ethylamino]-, sulfate (1:1) (salt)<>3,747-36-4, 118-42-3<>3,ethanol,2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)-,sulfate(1:1) (salt)<>3,ethanol,2-((4-((7-chloro-4-quinolinyl)amino)pentyl)ethylamino)-, sulfate (1:1)<>3,2-((4-((7-chloroquinolin-4-yl)amino)pentyl)(ethyl)amino)ethanolsulfate<>3,hydroxychloroquine sulfate [usp]<>3,212-019-3[einecs]<>3,747-36-4, 118-42-3 [hydroxychloroquine]<>3,plaquenil (tn)<>3,2-[{4-[(7-chlorchinolin-4-yl)amino]pentyl}(ethyl)amino]ethanolsulfat(salt)<>3,2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol sulfate (1:1) (salt)<>3,ethanol,2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)-,sulfate(1:1) (salt) (8ci)<>3,ethanol,2-[[4-[ (7-chloro-4-quinolinyl)amino]pentyl]ethylamino]-, sulfate (1:1)(salt)<>3,ethanol,2-[[4-[ (7-chloro-4-quinolyl)amino]pentyl]ethylamino]-, sulfate(1:1) (salt)<>3,747-36-4<>3,tcmdc-123987<>3,ethanol,2-[[4-[(7-chloro-4-quinolyl)amino]pentyl]ethylamino]-,monosulfate<>3,einecs 212-019-3<>3,2-[{4-[(7-chloroquinolin-4-yl)amino]pentyl}(ethyl)amino]ethanolsulfate(salt)<>3,hydroxychloroquinesulfate<>3,2-((4-((7-chloro-4-quinolinyl)amino)pentyl)ethylamino)ethanol sulfate (1:1) (salt)<>3,2-[{4-[(7-chloroquinolin-4-yl)amino]pentyl}(ethyl)amino]ethanolsulfate(1:1)<>3,ai3-52706<>3,nsc 4375<>3,2-[{4-[(7-chloroquinolin-4-yl)amino]pentyl}(ethyl)amino]ethanol<>2,plaquenil sulfate<>2,747-36-4 (monosulfate salt)<>2,ethanol,2-((4-((7-chloro-4-quinolinyl)amino)pentyl)ethylamino)-<>2,2-(n-(4-(7-chlor-4-chinolylamino)-4-methylbutyl)ethylamino)ethanol<>2,hidroxicloroquina[spanish][inn]<>2,2-({4-[(7-chloroquinolin-4-yl)amino]pentyl}(ethyl)amino)ethan-1-ol<>2,hydroxychloroquinum[latin]<>2,ethanol,2-[[4-[(7-chloro-4-quinolinyl)amino]pentyl]ethylamino]-<>2,hydroxychlorochin<>2,2-[[4-[(7-chloroquinolin-4-yl)amino]pentyl](ethyl)amino]ethanol<>2,204-249-8[einecs]<>2,2-[[4-[(7-chloro-4-quinolinyl)amino]pentyl]ethylamino]ethanol<>2,7-chloro-4-(5-(n-ethyl-n-2-hydroxyethylamino)-2-pentyl)aminoquinoline<>2,apt/aradigm<>2,118-42-3 (free base)<>2,2-({4-[(7-chloro(4-quinolyl))amino]pentyl}ethylamino)ethan-1-ol<>2,7-chloro-4-[4-(n-ethyl-n-b-hydroxyethylamino)-1-methylbutylamino]quinoline<>2,polirreumin<>2,7-chloro-4-[4-[ethyl(2-hydroxyethyl)amino]-1-methylbutylamino]quinoline<>2,5-22-10-00280 (beilstein handbook reference)[beilstein]<>2,ethanol,2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)-<>2,7-chloro-4-(4-(ethyl(2-hydroxyethyl)amino)-1-methylbutylamino)quinoline<>2,5-22-10-00280<>2,7-chloro-4-[5-(n-ethyl-n-2-hydroxyethylamino)-2-pentyl]aminoquinoline<>2,2-((4-(7-chloroquinolin-4-ylamino)pentyl)(ethyl)amino)ethanol<>2
SW02297	FDA Approved Drug=PERFLEXANE	C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F	9639	D05437	9262		CHEBI:39427	perflexane<>3,tetradecafluorohexane<>2,n-tetradecafluorohexane<>2,flutec pp1<>2,perfluoro-n-hexane<>2,fluorinert fc72<>2,1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluorohexane<>1,perfluorohexane[wiki]<>1,tetradecafluorohexanes<>1,fluorinert pf 5060<>1,hexane, 1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluoro-<>1,af0150<>1,fluorinert fc 72<>1,206-585-0[einecs]<>1,86508-42-1[rn]<>1,af-0150<>1,hexane, tetradecafluoro-<>1,perfluorohexano[portuguese]<>1,355-42-0[rn]<>1,pp 1<>1,perflexane [usan:inn]<>1,perflexano<>1,perfluorohexane<>1,perflexane [usan:inn][inn][usan]<>1,355-42-0<>1,hexane<>1,perfluorohexanes<>1,perfluorohexane; flutec pp1<>1,flutec pp 1<>1,n-perfluorohexane<>1,1802113[beilstein]<>1
SW02298	NPC Approved Name=ranelic acid	C(c1c(c(sc1C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])C#N)C(=O)[O-]	3052774	D08467	2314551			ranelic acid<>2,135459-87-9[rn]<>1,135459-90-4<>1,ranelic acid (inn)<>1,3-thiopheneaceticacid, 5-[bis(carboxymethyl)amino]-2-carboxy-4-cyano-,strontiumsalt (1:2)[acd/index name]<>1,strontium ranelate<>1,ac1mhjzn<>1,strontium ranelate heptahydrate<>1,3-thiopheneacetic acid<>1,ranelic acid[inn]<>1,thi070<>1,5-[bis(carboxymethyl)amino]-3-(carboxymethyl)-4-cyanothiophene-2-carboxylic acid<>1,surecn500994<>1,135459-90-4[rn]<>1,ranelic acid [inn]<>1,unii-k9ccs0ribt<>1,3-thiopheneaceticacid, 5-[bis(carboxymethyl)amino]-2-carboxy-4-cyano-<>1,5-(bis(carboxymethyl)amino)-2-carboxy-4-cyano-3-thiopheneaceticacid<>1
SW02299	NPC Approved Name=cefacetrile	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC#N)SC1)C(=O)[O-]	91562	D07629	82675	DB01414		cefacetrile<>3,7-cyanacetylamino-cephalosporansaeure<>3,cephacetrile<>3,cefacetrilum [inn-latin]<>2,cefacetrilo [inn-spanish]<>2,celospor<>2,cristacef<>2,<>1,ec 3.4.-.-<>1,cefacetrilo[spanish][inn]<>1,5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,3-[(acetyloxy)methyl]-7-[(2-cyanoacetyl)amino]-8-oxo-, (6r,7r)-<>1,(6r,7r)-3-[(acetyloxy)methyl]-7-[(cyanoacetyl)amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylicacid<>1,cefacetrilo<>1,peptidoglycan glycosyltransferase<>1,pbp1b<>1,murein polymerase<>1,vetrimast <>1,(6r,7r)-3-acetoxymethyl-7-(2-cyanacetamido)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-2-carbonsaeure<>1,7-(2-cyanoacetamido)cephalosporanic acid<>1,penicillin- sensitive transpeptidase<>1,10206-21-0[rn]<>1,cefacetril<>1,cefacetrilum[latin]<>1,7-(2-cyanoacetamido)-3-(hydroxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate acetate (ester)<>1,pbp-1b<>1,233-508-8[einecs]<>1,cefacetrilum<>1,celtol<>1,cefacetrile[wiki]<>1,peptidoglycan tgase<>1,ec 2.4.1.129<>1,5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,3-[(acetyloxy)methyl]-7-[(cyanoacetyl)amino]-8-oxo-,(6r,7r)-<>1
SW02300	NPC Approved Name=mofezolac	COc1ccc(cc1)c2c(onc2c3ccc(cc3)OC)CC(=O)[O-]	4237	D01718				mofezolac<>3,n-22<>1,ccris 4316<>1,brn 5986171<>1,mofezolaco [inn-spanish]<>1,78967-07-4<>1,chembl259972<>1,mofezolacum [inn-latin]<>1,5-isoxazoleacetic acid<>1,ncgc00167563-01<>1
SW02301	Traditional Herbal Isolate=dehydrocorydalmine	COc1cc2c(cc1OC)-c3cc4ccc(c(c4c[n+]3CC2)OC)O	3083983		2341113			dehydrocorydalmine<>2,dibenzo(a,g)quinolizinium,5,6-dihydro-10-hydroxy-2,3,9-trimethoxy-<>1,dibenzo(a<>1,2<>1,ac1mj1o8<>1,6877-27-6<>1,6877-27-6[rn]<>1
SW02302	Traditional Herbal Isolate=jatrorhizine	COc1ccc2cc-3[n+](cc2c1OC)CCc4c3cc(c(c4)O)OC	72323		65269			jateorrhizine<>2,jatrorrhizine<>2,neprotin<>2,jatrochizine<>2,6681-15-8[rn]<>1,3-hydroxy-2,9,10-trimethoxy-5,6-dihydroisoquino[3,2-a]isoquinolinium<>1,gnf-pf-220<>1,protoberberine alkaloid<>1,nsc150445<>1,7<>1,nsc209410<>1,3621-38-3<>1,3621-38-3[rn]<>1,5,6-dihydro-3-hydroxy-2,9,10-trimethoxydibenzo[a,g]quinolizinium<>1,7,8,13,13a-tetradehydro-3-hydroxy-2,9,10-trimethoxyberbinium<>1,jatrorrhizine chloride<>1,jatrorhizine<>1,yatrorizine<>1,dibenzo[a,g]quinolizinium,5,6-dihydro-3-hydroxy-2,9,10-trimethoxy-<>1,222-817-3[einecs]<>1,5,6-dihydro-3-hydroxy-2,9,10-trimethoxy-dibenzo[a,g]quinolizinium<>1,nsc645313<>1,berbinium, 7,8,13,13a-tetradehydro-3-hydroxy-2,9,10-trimethoxy-(8ci)<>1
SW02303	Traditional Herbal Isolate=columbamine	COc1ccc2cc-3[n+](cc2c1OC)CCc4c3cc(c(c4)OC)O	72310		65261		CHEBI:15920	columbamine<>2,dehydroisocorypalmine<>2,5,6-dihydro-2-hydroxy-3,9,10-trimethoxydibenzo[a,g]quinolizinium<>1,2-hydroxy-3,9,10-trimethoxy-5,6-dihydroisoquino[3,2-a]isoquinolinium<>1,7,8,13,13a-tetradehydro-2-hydroxy-3,9,10-trimethoxyberbinium<>1,chembl400345<>1,ac1q7bdj<>1,dibenzo[a<>1,3621-36-1[rn]<>1,chebi:15920<>1,3621-36-1<>1,dibenzo(a,g)quinolizinium,5,6-dihydro-2-hydroxy-3,9,10-trimethoxy-<>1,dibenzo(a<>1,dibenzo[a,g]quinolizinium,5,6-dihydro-2-hydroxy-3,9,10-trimethoxy-<>1,7<>1,ac1l2hu1<>1,protoberberine alkaloid<>1
SW02304	Traditional Herbal Isolate=bergaptin	CC(=CCC/C(=C/COc1c2ccc(=O)oc2cc3c1cco3)/C)C	5471349		4581520			5-geranoxypsoralen<>2,bergaptin<>2,bergamotin<>2,bergamotine<>2,4-{[(2e)-3,7-dimethyl-2,6-octadien-1-yl]oxy}-7h-furo[3,2-g]chromen-7-on[german]<>1,c068337<>1,4-{[(2e)-3,7-dimethyl-2,6-octadienyl]oxy}-7h-furo[3,2-g]chromen-7-one<>1,bergamottin[wiki]<>1,7380-40-7[rn]<>1,4-{[(2e)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-7h-furo[3,2-g]chromen-7-one<>1,ccris 8085<>1,7h-furo[3,2-g][1]benzopyran-7-one, 4-[[(2e)-3,7-dimethyl-2,6-octadien-1-yl]oxy]-<>1,8-geranyloxypsoralen<>1,ac1nv7jd<>1,7380-40-7<>1,4-{[(2e)-3,7-dimethyl-2,6-octadien-1-yl]oxy}-7h-furo[3,2-g]chromen-7-one<>1,ambotz7380-40-7<>1,4-([(2e)-3,7-dimethyl-2,6-octadienyl]oxy)-7h-furo[3,2-g]chromen-7-one<>1,bergamottin<>1,7h-furo(3,2-g)(1)benzopyran-7-one, 4-((3,7-dimethyl-2,6-octadienyl)oxy)-, (e)-<>1,bergomottin<>1,5-geranyloxypsoralen<>1
SW02305	Traditional Herbal Isolate=bavachinin	CC(=CCc1cc2c(cc1OC)OC(CC2=O)c3ccc(cc3)O)C	122835		109499			4'-hydroxy-7-methoxy-6-(3-methyl-2-butenyl)flavanone<>2,7-o-methylbavachin<>2,bavachinin<>2,ac1l3vco<>1,lmpk12140040<>1,ls-39562<>1,5-18-04-00132 (beilstein handbook reference)[beilstein]<>1,4'-hydroxy-7-methoxy-6-prenylflavanone<>1,st50331516<>1,19879-30-2[rn]<>1,2-(4-hydroxyphenyl)-7-methoxy-6-(3-methylbut-2-enyl)-2,3-dihydro-4h-chromen-4-one<>1,flavanone, 4'-hydroxy-7-methoxy-6-(3-methyl-2-butenyl)- (8ci)<>1,2-(4-hydroxyphenyl)-7-methoxy-6-(3-methyl-2-buten-1-yl)-2,3-dihydro-4h-chromen-4-on<>1,19879-30-2<>1,brn 3629340<>1,4h-1-benzopyran-4-one<>1,5-18-04-00132<>1,2-(4-hydroxyphenyl)-7-methoxy-6-(3-methyl-2-buten-1-yl)-2,3-dihydro-4h-chromen-4-one[acd/iupac name]<>1,bavachinin a<>1,4h-1-benzopyran-4-one, 2,3-dihydro-2-(4-hydroxyphenyl)-7-methoxy-6-(3-methyl-2-buten-1-yl)-<>1,2-(4-hydroxyphenyl)-7-methoxy-6-(3-methylbut-2-en-1-yl)-2,3-dihydro-4h-chromen-4-one<>1
SW02306	NPC Approved Name=tilmacoxib	Cc1nc(c(o1)c2ccc(c(c2)F)S(=O)(=O)N)C3CCCCC3	159271	D01974	140082		CHEBI:73041	tilmacoxib<>3,4-(4-cyclohexyl-2-methyloxazol-5-yl)-2-fluorobenzenesulfonamide<>2,180200-68-4<>2,tilmacoxibum<>1,jte 522<>1,5-ethoxymethyl-7-fluoro-3-oxo-1<>1,jte-522<>1,tilmacoxib (jan/usan)[jan][usan]<>1,tiracoxib<>1,4-(4-cyclohexyl-2-methyl-oxazol-5-yl)-2-fluoro-benzenesulfonamide<>1,180200-68-4[rn]<>1,21248-02-2[rn]<>1,jte-522[wiki]<>1,4-(4-cyclohexyl-2-methyl-1<>1,rwj-57504<>1,c110453<>1,5-ethoxymethyl-7-fluoro-3-oxo-1,2,3,5-tetrahydrobenzo(4,5)imidazo(1,2a)pyridine-4-n-(2-fluorophenyl)carboxamide<>1,4-(4-cyclohexyl-2-methyl-1,3-oxazol-5-yl)-2-fluorobenzenesulfonamide[acd/iupac name]<>1,benzenesulfonamide, 4-(4-cyclohexyl-2-methyl-5-oxazolyl)-2-fluoro-<>1,jtp-19605<>1,benzenesulfonamide<>1
SW02307	Traditional Herbal Isolate=sarracine	C/C=C(\C)/C(=O)O[C@@H]1CC[NH+]2[C@@H]1[C@H](CC2)COC(=O)/C(=C\C)/CO	6440939		4945175			sarracin<>2,sarracine<>2,2492-09-3[rn]<>1,nsc 669379<>1,ac1o5ugn<>1,ls-47162<>1,136173-26-7<>1,136173-26-7[rn]<>1,2492-09-3<>1,[(1s<>1,2-butenoic acid<>1
